system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
7s3y__1__1.A_1.B__1.C_1.D_1.E_1.F_1.G,ACT,c5,59.01385291591001,1.F,0,40.13,2,4,False,7s3y,OXIDOREDUCTASE/Inhibitor,0,10,CC(=O)[O-],0,7s3y__1__1.A_1.B__1.C_1.D_1.E_1.F_1.G__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,2022-09-14,100.0,,,
7s3y__1__1.A_1.B__1.C_1.D_1.E_1.F_1.G,GOL,c5,92.047344116,1.G,2,60.69,0,6,False,7s3y,OXIDOREDUCTASE/Inhibitor,0,4,OCC(O)CO,0,7s3y__1__1.A_1.B__1.C_1.D_1.E_1.F_1.G__1.G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,2022-09-14,100.0,,,
7s3z__1__1.A_1.B__1.H_1.I_1.J,HEM,c5,616.1772930040001,1.H,8,96.26,15,43,True,7s3z,OXIDOREDUCTASE/Inhibitor,6,29,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4n3[Fe]35<-N6=C(C=c7c(C=C)c(C)c(n73)=CC1=N->52)C(C)=C(CCC(=O)O)C6=C4,41653,7s3z__1__1.A_1.B__1.H_1.I_1.J__1.H,7s3z__1__1.A_1.B__1.H_1.I_1.J,1d0c__1__1.A_1.B__1.I_1.Q,,,92.0,,98.0,,,66.0,66.0,66.0,65.0,66.0,66.0,95.0,93.0,93.0,93.0,95.0,94.0,99.0,99.0,99.0,78.0,77.0,77.0,77.0,78.0,78.0,1.H,,,0.0,,0.0,0.0,,,,,,,2001-11-21,True,7s3z__1__1.A_1.B__1.H_1.I_1.J,6pn3__1__1.A_1.B__1.G_1.H_1.I_1.J,89.0,57.0,100.0,92.0,100.0,92.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.H,,,82.97493802567837,,1.0,76.3369429836241,76.3369429836241,,,,,,,2020-04-29,True,3,2,3,2022-09-14,100.0,29.402834008097166,3.5294117647058822,98.0
7s3z__1__1.A_1.B__1.H_1.I_1.J,H4B,c5,241.11748934,1.I,2,136.29,6,17,True,7s3z,OXIDOREDUCTASE/Inhibitor,2,20,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,1297,7s3z__1__1.A_1.B__1.H_1.I_1.J__1.I,7s3z__1__1.A_1.B__1.H_1.I_1.J,5uo2__1__1.A_1.B__1.C_1.D_1.E,82.0,57.0,98.0,98.0,100.0,98.0,98.0,97.0,97.0,97.0,96.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.I,98.54245161233828,99.82301397244936,95.0514812487695,98.48361076478992,93.15045162379413,93.15045162379413,96.51393854949411,96.51393854949411,97.82655369300038,97.82655369300038,96.57160258009152,96.57160258009152,2017-05-03,True,7s3z__1__1.A_1.B__1.H_1.I_1.J,6pn3__1__1.A_1.B__1.G_1.H_1.I_1.J,89.0,57.0,100.0,92.0,100.0,92.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,99.36810147366492,99.92468482747547,94.47688505651917,99.31376086856132,1.0,86.91873425199763,86.91873425199763,91.3686599990764,91.3686599990764,91.93071004127744,91.93071004127744,91.41865335577174,91.41865335577174,2020-04-29,True,3,2,3,2022-09-14,100.0,100.0,100.0,98.0
7s3z__1__1.A_1.B__1.H_1.I_1.J,V0P,c5,415.2008250400001,1.J,9,108.31,7,31,True,7s3z,OXIDOREDUCTASE/Inhibitor,4,21,Nc1cccc(CNCCOc2cccc(OCc3ccc4ccc(N)nc4c3)c2)n1,2,7s3z__1__1.A_1.B__1.H_1.I_1.J__1.J,7s3z__1__1.A_1.B__1.H_1.I_1.J,5uny__1__1.A_1.B__1.I_1.J_1.K_1.L,84.0,50.0,100.0,94.0,100.0,94.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.J,29.082583309861388,57.76312462862968,51.27419645359071,53.39080704775454,48.197744666375264,48.197744666375264,50.187358624889264,50.187358624889264,54.2973371509119,54.2973371509119,27.337628311269704,27.337628311269704,2017-05-03,True,7s3z__1__1.A_1.B__1.H_1.I_1.J,6pn3__1__1.A_1.B__1.G_1.H_1.I_1.J,89.0,57.0,100.0,92.0,100.0,92.0,92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.J,7.361756775235813,57.18032280886,47.00725065515019,36.11041623619802,0.4637385086823289,43.24667060273818,43.24667060273818,33.22158293730218,33.22158293730218,52.6058969841512,52.6058969841512,6.772816233216949,6.772816233216949,2020-04-29,True,3,2,3,2022-09-14,100.0,56.59526493799324,31.16883116883117,98.0
7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,HEM,c5,616.1772930040001,1.C,8,96.26,14,43,True,7s3x,OXIDOREDUCTASE/Inhibitor,6,29,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4n3[Fe]35<-N6=C(C=c7c(C=C)c(C)c(n73)=CC1=N->52)C(C)=C(CCC(=O)O)C6=C4,41653,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F__1.C,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,1d0c__1__1.A_1.B__1.I_1.Q,,,94.0,,98.0,,,66.0,66.0,66.0,65.0,66.0,66.0,95.0,94.0,94.0,93.0,95.0,95.0,99.0,99.0,99.0,78.0,77.0,77.0,77.0,78.0,78.0,1.C,,,0.0,,0.0,0.0,,,,,,,2001-11-21,True,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,4upo__1__1.A_1.B__1.C_1.D_1.E_1.F,90.0,56.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,,,78.056181352126,,1.0,78.056181352126,78.056181352126,,,,,,,2014-08-20,True,4,2,3,2022-09-14,100.0,29.402834008097166,3.5294117647058822,100.0
7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,H4B,c5,241.11748934,1.D,2,136.29,5,17,True,7s3x,OXIDOREDUCTASE/Inhibitor,2,20,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,1297,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F__1.D,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,5adi__1__1.A_1.B__1.G_1.H_1.I,77.0,60.0,98.0,98.0,100.0,100.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.D,99.45093875599682,99.9284104299155,87.41519161707423,99.26700566829749,87.41519161707423,87.41519161707423,99.26700566829749,99.26700566829749,99.9284104299155,99.9284104299155,99.45093875599682,99.45093875599682,2015-10-28,True,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,4upo__1__1.A_1.B__1.C_1.D_1.E_1.F,90.0,56.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,95.31050444611635,98.9275732354054,89.80334226509676,95.9941858001747,1.0,89.80334226509676,89.80334226509676,95.9941858001747,95.9941858001747,98.9275732354054,98.9275732354054,95.31050444611635,95.31050444611635,2014-08-20,True,4,2,3,2022-09-14,100.0,100.0,100.0,100.0
7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,88H,c5,372.195011388,1.E,7,73.06,6,28,True,7s3x,OXIDOREDUCTASE/Inhibitor,4,18,Nc1ccc2c(n1)CC(OCc1cccc(CNCc3ccccn3)c1)=CC2,0,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F__1.E,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,5ad4__1__1.A_1.B__1.C_1.D_1.E_1.F,81.0,48.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,39.64440620175717,83.09784245114706,58.6440504067327,66.46659353096082,58.6440504067327,58.6440504067327,66.46659353096082,66.46659353096082,83.09784245114706,83.09784245114706,39.64440620175717,39.64440620175717,2015-10-28,True,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,4upo__1__1.A_1.B__1.C_1.D_1.E_1.F,90.0,56.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,5.29894281684842,51.117685086934586,32.79765620892616,33.56154560855873,0.4077079107505071,32.79765620892616,32.79765620892616,33.56154560855873,33.56154560855873,51.117685086934586,51.117685086934586,5.29894281684842,5.29894281684842,2014-08-20,True,4,2,3,2022-09-14,100.0,40.77079107505071,28.000000000000004,100.0
7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F,ACT,c5,59.01385291591001,1.F,0,40.13,2,4,False,7s3x,OXIDOREDUCTASE/Inhibitor,0,12,CC(=O)[O-],0,7s3x__1__1.A_1.B__1.C_1.D_1.E_1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2022-09-14,100.0,,,
7qaa__1__1.B__1.D,BMS,c261,450.194342692,1.D,4,79.29,12,34,True,7qaa,GENE REGULATION,5,38,CC1(C)CCC(c2cnc3ccccc3c2)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,1,7qaa__1__1.B__1.D__1.D,7qaa__1__1.B__1.D,1dkf__1__1.B__1.D,87.0,83.0,100.0,95.0,100.0,94.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,61.63614394743199,97.36201302244795,91.67667770837204,94.01653927722025,87.09284382295344,86.17607704586972,89.31571231335921,88.37554692058701,92.49391237132556,91.52029224110107,58.55433675006039,57.93797531058607,2000-04-19,True,7qaa__1__1.B__1.D,1dkf__1__1.B__1.D,87.0,83.0,100.0,95.0,100.0,94.0,95.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,61.63614394743199,97.36201302244795,91.67667770837204,94.01653927722025,1.0,87.09284382295344,86.17607704586972,89.31571231335921,88.37554692058701,92.49391237132556,91.52029224110107,58.55433675006039,57.93797531058607,2000-04-19,True,1,1,1,2022-10-05,100.0,100.0,100.0,95.0
7qan__1__1.A__1.C_1.D,HEM,c507,616.1772930040001,1.C,8,96.26,16,43,True,7qan,OXIDOREDUCTASE,6,53,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4n3[Fe]35<-N6=C(C=c7c(C=C)c(C)c(n73)=CC1=N->52)C(C)=C(CCC(=O)O)C6=C4,41653,7qan__1__1.A__1.C_1.D__1.C,7qan__1__1.A__1.C_1.D,1akd__1__1.A__1.C_1.D,53.0,50.0,49.0,40.0,65.0,49.0,70.0,27.0,26.0,26.0,26.0,27.0,27.0,63.0,60.0,60.0,60.0,63.0,63.0,95.0,95.0,95.0,43.0,40.0,40.0,40.0,43.0,43.0,1.C,,,56.34870238189688,,39.44409166732781,27.61086416712947,,,,,,,1997-11-19,True,7qan__1__1.A__1.C_1.D,3abb__1__1.A__1.B,76.0,69.0,68.0,60.0,86.0,69.0,79.0,49.0,49.0,49.0,49.0,49.0,49.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,64.0,64.0,64.0,64.0,64.0,64.0,1.C,,,85.14441238207007,,1.0,67.26408578183536,58.74964454362834,,,,,,,2010-04-07,True,2,1,1,2022-11-30,100.0,100.0,100.0,96.0
7qan__1__1.A__1.C_1.D,PGE,c507,150.089208928,1.D,7,58.92,1,10,False,7qan,OXIDOREDUCTASE,0,20,OCCOCCOCCO,4,7qan__1__1.A__1.C_1.D__1.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2022-11-30,100.0,,,
7qa3__1__1.A__1.C,A0F,c250,427.096617792,1.C,6,47.040000000000006,12,30,True,7qa3,GENE REGULATION,4,39,FC(F)(F)c1cc(NCc2cnc(-c3ccc(Oc4ccccc4)cc3)s2)ccn1,0,7qa3__1__1.A__1.C__1.C,7qa3__1__1.A__1.C,6yiz__1__1.A_1.B__1.D,62.0,58.0,100.0,85.0,97.0,83.0,85.0,100.0,100.0,99.0,99.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,99.0,99.0,100.0,100.0,99.0,99.0,100.0,100.0,1.C,48.52687806953703,90.3293396197097,69.06755136863443,75.47364213107488,58.70741866333926,57.326067635966574,64.15259581141365,62.64312296879215,76.77993867675325,74.97335188435905,41.24784635910647,40.27730879771573,2021-04-14,True,7qa3__1__1.A__1.C,6yiz__1__1.A_1.B__1.D,62.0,58.0,100.0,85.0,97.0,83.0,85.0,100.0,100.0,99.0,99.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,99.0,99.0,100.0,100.0,99.0,99.0,100.0,100.0,1.C,48.52687806953703,90.3293396197097,69.06755136863443,75.47364213107488,0.4483450351053159,58.70741866333926,57.326067635966574,64.15259581141365,62.64312296879215,76.77993867675325,74.97335188435905,41.24784635910647,40.27730879771573,2021-04-14,True,1,1,1,2022-11-23,100.0,44.83450351053159,54.6875,85.0
7lpw__1__1.A_1.B__1.G,YBA,c613,428.093009632,1.G,6,104.03,8,29,True,7lpw,TRANSFERASE/INHIBITOR,3,22,NC[C@H](NC(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)[nH]1)c1nc(CO)cs1,0,7lpw__1__1.A_1.B__1.G__1.G,7lpw__1__1.A_1.B__1.G,5vz6__1__1.A__1.C,50.0,50.0,91.0,64.0,80.0,57.0,64.0,98.0,97.0,97.0,55.0,98.0,55.0,92.0,92.0,92.0,52.0,92.0,52.0,100.0,100.0,56.0,99.0,98.0,98.0,55.0,99.0,56.0,1.G,11.062761051539232,78.0344699306132,27.475980693961265,52.67326176225428,17.58462764413521,15.66130899555792,33.710887527842736,30.023759204484936,49.94206075559245,44.47964786044952,7.08016707298511,6.305773799377363,2018-05-30,True,7lpw__1__1.A_1.B__1.G,5vz6__2__2.A__2.C,50.0,50.0,91.0,64.0,80.0,57.0,64.0,98.0,97.0,97.0,55.0,98.0,55.0,92.0,92.0,92.0,52.0,92.0,52.0,100.0,100.0,56.0,99.0,98.0,98.0,55.0,99.0,56.0,1.G,11.062761051539232,78.0344699306132,0.0,52.67326176225428,0.3398692810457516,0.0,0.0,33.710887527842736,30.023759204484936,49.94206075559245,44.47964786044952,7.08016707298511,6.305773799377363,2018-05-30,True,1,2,1,2021-11-17,100.0,33.98692810457516,16.304347826086957,73.0
7lp0__1__1.A__1.C,P2L,c7,256.109088844,1.C,2,50.16,6,17,True,7lp0,GENE REGULATION/INHIBITOR,2,15,CN1CCC[C@@H](Nc2cnn(C)c(=O)c2Cl)C1,1,7lp0__1__1.A__1.C__1.C,7lp0__1__1.A__1.C,7k6r__1__1.A__1.B,83.0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,72.06527959702021,71.36674212113266,85.93914572172687,88.43006568262479,85.93914572172687,85.93914572172687,88.43006568262479,88.43006568262479,71.36674212113266,71.36674212113266,72.06527959702021,72.06527959702021,2020-12-09,True,7lp0__1__1.A__1.C,7k6r__1__1.A__1.B,83.0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,72.06527959702021,71.36674212113266,85.93914572172687,88.43006568262479,0.5513196480938416,85.93914572172687,85.93914572172687,88.43006568262479,88.43006568262479,71.36674212113266,71.36674212113266,72.06527959702021,72.06527959702021,2020-12-09,True,1,1,1,2022-08-10,100.0,55.13196480938416,43.103448275862064,100.0
7lpk__1__1.A__1.C,Y9P,c7,228.077788716,1.C,2,58.95,6,15,True,7lpk,GENE REGULATION/INHIBITOR,2,16,Cn1ncc(N[C@@H]2CCNC2)c(Cl)c1=O,0,7lpk__1__1.A__1.C__1.C,7lpk__1__1.A__1.C,7k6r__1__1.A__1.B,50.0,50.0,100.0,94.0,97.0,91.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,58.5545517599051,64.62293863937435,73.35144338888011,84.02080808770408,68.9503567855473,66.7498134838809,78.97955960244184,76.45893535981072,60.74556232101189,58.80687416183066,55.0412786543108,53.28464210151365,2020-12-09,True,7lpk__1__1.A__1.C,6j3o__1__1.A__1.C,67.0,67.0,75.0,75.0,93.0,93.0,100.0,48.0,40.0,40.0,40.0,48.0,48.0,88.0,75.0,75.0,75.0,88.0,88.0,85.0,85.0,85.0,63.0,54.0,54.0,54.0,63.0,63.0,1.C,44.18542705328489,87.32985851864419,63.62984123388243,78.25683182073524,0.2468619246861924,63.62984123388243,59.17575234751067,78.25683182073524,72.77885359328378,87.32985851864419,81.2167684223391,44.18542705328489,41.09244715955495,2019-05-01,True,1,1,1,2022-08-10,100.0,48.31243972999036,36.0655737704918,100.0
8tnc__1__1.B__1.E,3JD,c110,320.16371126,1.E,3,72.94,9,24,True,8tnc,DE NOVO PROTEIN,4,34,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,10,8tnc__1__1.B__1.E__1.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2024-04-24,,,,
8tnd__1__1.B__1.F,78P,c110,244.132411132,1.F,2,83.8,11,18,True,8tnd,DE NOVO PROTEIN,3,34,C[C@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,22,8tnd__1__1.B__1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2024-04-24,,,,
8tnb__1__1.A_1.C__1.F,IQM,c110,298.11175594,1.F,4,68.25999999999999,10,22,True,8tnb,DE NOVO PROTEIN,3,28,CNCc1ccc(-c2cc3cc(F)cc(C(N)=O)c3o2)cc1,0,8tnb__1__1.A_1.C__1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2024-04-24,,,,
8tn6__1__1.A__1.D,RPB,c110,323.143390416,1.D,3,56.92,12,24,True,8tn6,DE NOVO PROTEIN,4,30,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,7,8tn6__1__1.A__1.D__1.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2024-04-24,,,,
7tnd__1__1.A__1.B_1.C,HEM,c4,616.1772930040001,1.B,8,96.26,17,43,True,7tnd,OXIDOREDUCTASE,6,47,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4n3[Fe]35<-N6=C(C=c7c(C=C)c(C)c(n73)=CC1=N->52)C(C)=C(CCC(=O)O)C6=C4,41653,7tnd__1__1.A__1.B_1.C__1.B,7tnd__1__1.A__1.B_1.C,1akd__1__1.A__1.C_1.D,22.0,29.0,35.0,30.0,64.0,52.0,75.0,22.0,22.0,22.0,22.0,22.0,22.0,65.0,64.0,64.0,64.0,65.0,65.0,98.0,98.0,98.0,35.0,34.0,34.0,34.0,35.0,35.0,1.B,,,69.18038018483654,,51.8852851386274,35.973797696115,,,,,,,1997-11-19,True,7tnd__1__1.A__1.B_1.C,6u3k__1__1.A__1.B_1.D,88.0,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,,,98.12639549558295,,1.0,98.12639549558295,98.12639549558295,,,,,,,2020-02-19,True,2,1,2,2023-01-04,100.0,100.0,100.0,100.0
7tnd__1__1.A__1.B_1.C,JO4,c4,214.06299418,1.C,3,46.53,11,16,True,7tnd,OXIDOREDUCTASE,2,24,O=C(O)c1ccc(Oc2ccccc2)cc1,1,7tnd__1__1.A__1.B_1.C__1.C,7tnd__1__1.A__1.B_1.C,7jw5__1__1.A__1.B_1.C,84.0,71.0,100.0,98.0,100.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,56.97679939165358,88.23260905728371,78.99953031414077,77.79668785518304,77.41953970785795,77.41953970785795,76.24075409807938,76.24075409807938,86.46795687613803,86.46795687613803,55.83726340382051,55.83726340382051,2021-09-01,True,7tnd__1__1.A__1.B_1.C,6u3k__1__1.A__1.B_1.D,88.0,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,46.805375537791946,85.43924609101359,74.16716423117988,70.9614748113731,0.2765957446808511,74.16716423117988,74.16716423117988,70.9614748113731,70.9614748113731,85.43924609101359,85.43924609101359,46.805375537791946,46.805375537791946,2020-02-19,True,2,1,2,2023-01-04,100.0,36.78929765886287,56.00000000000001,100.0
7x11__1__1.D__1.P,86I,c422,466.1688137040002,1.P,6,98.06,12,34,True,7x11,OXIDOREDUCTASE,6,26,CCCc1nc2c(C)ccn(Cc3ccc4nc(-c5ccccc5-c5nnn[nH]5)sc4c3)c-2n1,0,7x11__1__1.D__1.P__1.P,7x11__1__1.D__1.P,1gq2__3__1.I__1.OB_1.PB_1.QB,0.0,8.0,81.0,27.0,89.0,33.0,35.0,76.0,75.0,75.0,75.0,76.0,76.0,91.0,90.0,90.0,90.0,91.0,91.0,98.0,98.0,98.0,85.0,84.0,84.0,84.0,85.0,85.0,1.P,6.649195118933517,42.3841528165512,0.0125722906713587,38.1143352475023,0.0044003017349755,0.0041488559215484,13.340017336625802,12.577730631675758,14.83445348579292,13.986770429461895,2.327218291626731,2.1942343892480607,2002-05-23,True,7x11__1__1.D__1.P,1do8__1__1.A__1.E_1.F_1.G,0.0,8.0,69.0,15.0,87.0,26.0,31.0,54.0,53.0,53.0,53.0,54.0,54.0,85.0,83.0,83.0,83.0,85.0,85.0,98.0,97.0,97.0,68.0,66.0,66.0,66.0,68.0,68.0,1.P,4.862842388254634,45.86754429593625,0.0315179021684319,33.77938053636344,0.5176600441501104,0.0097705496722139,0.0081946545637923,10.471607966272666,8.782638939454495,14.218938731740238,11.925561516943423,1.5074811403589363,1.2643390209462049,2000-03-06,True,1,1,1,2022-07-20,100.0,53.53645266594123,6.666666666666667,35.0
